keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,3,open_problem,joining,The mechanism by which carbon diffuses and forms carbides in stainless-to-chrome-moly transition joints at service temperature remains incompletely understood.,"the carbon will diffuse and form carbides with some of the things in the stainless steel. It's a long-term problem — at temperature, over time the carbon diffuses and you'll get cracking.",WM_Su2015_08,§8.p4,https://r-h-taylor.github.io/lectures/NLgwLkKhVoU.html?q=the%20carbon%20will%20diffuse%20and%20form%20carbides%20with%20some%20of%20the%20t#l3-s8-p4
,3,open_problem,welding,Why do some dissimilar-metal welds with austenitic stainless steel filler crack despite hydrogen resistance when dilution ratios are off?,"Depending on the weld metal they were using, they were getting cracking... if you're welding dissimilar metals like armor steel with a stainless steel, and you don't have the right ratio of base metal melted to weld metal melted, you'll end up with martensite streaming. Martensite is very susceptible — essentially impossible not to get hydrogen cracking, even with just the residual hydrogen that's in here.",WM_Su2015_10,§3.p1–p2,https://r-h-taylor.github.io/lectures/OszzaQpMV50.html?q=Depending%20on%20the%20weld%20metal%20they%20were%20using%2C%20they%20were%20getti#l3-s3-p1
,3,open_problem,corrosion,What mechanism causes 304 stainless steel pots to develop cracks during ocean transit that weren't present at shipment?,"We ship them, some of them to Japan, and when they show up in Japan they've got cracks. They didn't have cracks when they left.",WM_Su2015_10,§4.p2,https://r-h-taylor.github.io/lectures/OszzaQpMV50.html?q=We%20ship%20them%2C%20some%20of%20them%20to%20Japan%2C%20and%20when%20they%20show%20up%20i#l3-s4-p2
,3,open_problem,welding,Understanding why cardiac guide wire welds in austenitic stainless steel fail under minimal load despite the material's expected strength.,"They were having problems with the weld breaking. It only had to lift about two and a half pounds, and it wouldn't even do that. This is nominally austenitic stainless steel 304, which we all think of as fairly non-magnetic.",WM_Su2015_11,§1.p2,https://r-h-taylor.github.io/lectures/gVeVr4WnhTE.html?q=They%20were%20having%20problems%20with%20the%20weld%20breaking.%20It%20only%20ha#l3-s1-p2
,3,open_problem,titanium,"Peening parameters for titanium weld reinforcement are highly inconsistent and poorly understood, especially on uneven surfaces with weld bead geometry.","The data was all over the map. Press soft, press hard, do it for fifteen seconds, do it for thirty seconds — the heights were all over the map... he has to peen an uneven surface. That's going to make it more inconsistent.",WM_Su2015_11,§4.p3–p4,https://r-h-taylor.github.io/lectures/gVeVr4WnhTE.html?q=The%20data%20was%20all%20over%20the%20map.%20Press%20soft%2C%20press%20hard%2C%20do%20it#l3-s4-p3
,3,open_problem,fatigue,"Fatigue design rules for pressure vessels carrying water (excluded from ASME code) lack engineering standards, creating a regulatory blind spot with potential safety consequences.","ASME code excludes water tanks. The company out in Iowa making these was sort of a mom-and-pop shop. They asked the Department of Transportation, which regulates trucks on the highway, what design rules they had to follow. DOT said, that's just an appendage... Then they called Pennsylvania, said we've got this vessel carrying water. Pennsylvania said water vessels are excluded from the boiler and pressure vessel code. So no doubler plates.",WM_Su2015_11,§7.p6–§7.p7,https://r-h-taylor.github.io/lectures/gVeVr4WnhTE.html?q=ASME%20code%20excludes%20water%20tanks.%20The%20company%20out%20in%20Iowa%20maki#l3-s7-p6
,3,open_problem,fatigue,Understand why hydrogen cracks preferentially initiate at weld corners in fatigue-critical details.,"Since then you're not allowed to put the weld going across that direction — you weld in this direction and this direction, because the corners are tremendous sources of hydrogen cracks and fatigue.",WM_Su2015_11,§8.p3,https://r-h-taylor.github.io/lectures/gVeVr4WnhTE.html?q=Since%20then%20you%27re%20not%20allowed%20to%20put%20the%20weld%20going%20across%20t#l3-s8-p3
,3,open_problem,measurement,Ultrasonic inspection cannot reliably detect cracks in coarse-grained weld metal due to high noise from grain structure scattering.,"The ultrasonics couldn't pick up the cracks because the weld metal has these big coarse grains and the ultrasonics is too noisy to look at. The base material has a better signal-to-noise ratio than the weld metal. It's not just that it's reflecting off the crack — the sound is also reflecting off lots of other things adjacent to it, like the grain structure.",WM_Su2015_12,§1.p1,https://r-h-taylor.github.io/lectures/HoUo7Qj4LHg.html?q=The%20ultrasonics%20couldn%27t%20pick%20up%20the%20cracks%20because%20the%20weld#l3-s1-p1
,3,open_problem,nickel,Precipitation-strengthened nickel alloys present a major weldability challenge due to intermetallic phases; Oak Ridge has a long-standing research effort to develop cracking-resistant variants.,"Lots of sophisticated precipitation-strengthened alloys — not very weldable, but in general we don't weld them in place. We can weld them, but there's not very much you can do. Some repairs, yes. There are some special ones where you don't have to worry about intermetallics — that's sort of a research project over at Oak Ridge National Lab.",WM_Su2015_12,§3.p1,https://r-h-taylor.github.io/lectures/HoUo7Qj4LHg.html?q=Lots%20of%20sophisticated%20precipitation-strengthened%20alloys%20%E2%80%94%20no#l3-s3-p1
,3,open_problem,nickel,Solidification cracking in nickel-copper alloys remains poorly understood despite being a model laboratory system for studying the phenomenon.,"One of the problems with these alloys — like the Monels the Navy uses — is they are the model system in the laboratory for developing solidification cracking. If you want to study solidification cracking, you won't find a better system than nickel-copper alloys.",WM_Su2015_12,§4.p1,https://r-h-taylor.github.io/lectures/HoUo7Qj4LHg.html?q=One%20of%20the%20problems%20with%20these%20alloys%20%E2%80%94%20like%20the%20Monels%20the%20#l3-s4-p1
,3,open_problem,joining,The mechanism of self-healing in solidification cracks—where liquid is squeezed into cracks during shrinkage—needs investigation to understand whether it truly restores strength or leaves a permanent weakness.,"Sometimes you can actually squeeze some of that liquid into the cracks, and they call this self-healing. But it's still a weak spot in the material. Maybe it's not a real crack, but it's still a weakness.",WM_Su2015_12,§4.p2,https://r-h-taylor.github.io/lectures/HoUo7Qj4LHg.html?q=Sometimes%20you%20can%20actually%20squeeze%20some%20of%20that%20liquid%20into%20#l3-s4-p2
,3,open_problem,processing,"Whether transient thermal stress analysis during startup should be a standard design requirement for high-pressure vessels, given the Grafton failure.","They didn't go to a three-dimensional program, and they certainly didn't do transient startups — just like they didn't get the recuperator transient startup heating correct... They had never analyzed the transient condition. They had analyzed the inside surface for tensile stresses in steady-state operation, but they never analyzed the outside surface where you can get tensile stresses on startup.",WM_Su2015_13,"§5.p1, §5.p4",https://r-h-taylor.github.io/lectures/Lfnk639q2PI.html?q=They%20didn%27t%20go%20to%20a%20three-dimensional%20program%2C%20and%20they%20cert#l3-s5-p1
,3,open_problem,aluminum,The mechanisms causing cracking in gas tungsten arc welding of high-copper aluminum alloys (like 2014) remain unclear despite practical problems.,"If you tried to weld the Wright brothers' crankcase or the cylinder housing for their engine with gas tungsten arc, you'd crack it. You'd melt it and you'd have nice cracks — pull that rope, melted metal right out. Same type of problem as you have on Monel — you get cracking, equation melting in the heat-affected zone in the copper interiors.",WM_Su2015_14,§5.p2,https://r-h-taylor.github.io/lectures/LLiigEgH8Eo.html?q=If%20you%20tried%20to%20weld%20the%20Wright%20brothers%27%20crankcase%20or%20the%20c#l3-s5-p2
,3,open_problem,aluminum,The mechanism by which lithium additions simultaneously improve stiffness but worsen corrosion resistance in aluminum alloys remains poorly understood after 30+ years of development.,"the lithium actually makes the corrosion worse. But when you're maintaining an aircraft worth $200 million... that's per person, out of play.",WM_Su2015_15,§2.p4,https://r-h-taylor.github.io/lectures/lOpCROJ1OA4.html?q=the%20lithium%20actually%20makes%20the%20corrosion%20worse.%20But%20when%20you#l3-s2-p4
,3,open_problem,corrosion,Stress-corrosion cracking susceptibility of 7075-T6 in saltwater is well-known but the mechanism of why T6 is particularly vulnerable remains poorly characterized.,"The problem was stress corrosion cracking, which I always tend to find in saltwater environments... T6 treatment, and T6 is well known to be very susceptible to stress corrosion cracking.",WM_Su2015_15,"§4.p1, §4.p4",https://r-h-taylor.github.io/lectures/lOpCROJ1OA4.html?q=The%20problem%20was%20stress%20corrosion%20cracking%2C%20which%20I%20always%20te#l3-s4-p1
,3,open_problem,aluminum,Quantify the stress corrosion cracking susceptibility threshold for 7075-T6 aluminum under saltwater exposure as a function of residual stress and time-to-failure.,"The stress corrosion cracking susceptibility threshold was 7 ksi, and we had 10 ksi. That's why it's cracking on the shelf. You guys are out in a humid, moist, salt-laden atmosphere, and even though the washer's in a bag, a little moisture humidity gets inside that bag and a crack grows.",WM_Su2015_16,§2.p3,https://r-h-taylor.github.io/lectures/EMfCc1mG6M4.html?q=The%20stress%20corrosion%20cracking%20susceptibility%20threshold%20was%207#l3-s2-p3
,3,open_problem,corrosion,Understand why nickel impurities in magnesium sacrificial anodes cause catastrophic self-corrosion rather than cathodic protection.,"Nickel and magnesium do not mix in equilibrium proportions. The solubility of nickel in magnesium is only about seven parts per million. If you have more nickel than that, you'll get little nearly-pure nickel precipitates, and your magnesium anode will consume itself by galvanic action.",WM_Su2015_16,§6.p2,https://r-h-taylor.github.io/lectures/EMfCc1mG6M4.html?q=Nickel%20and%20magnesium%20do%20not%20mix%20in%20equilibrium%20proportions.%20#l3-s6-p2
